Iter,RawNAG,SigmoidNAG,SigmoidNAGQG
0,0.23025850929940433,-346573.59027997253,-346573.59027997253
1,0.22865860968223647,-175048.9910736859,-343485.05383805855
2,1.8674438498883472,-7793127.224760528,-291566.4956984031
3,2.7245851133701295,-inf,-165771.7573552942
4,3.545719269384156,-inf,-162384.37645100892
5,4.008093922067725,-inf,-161434.10650762456
6,4.961421990465758,-inf,-157839.95165115618
7,5.55369292850649,-inf,-153071.50793037628
8,5.703277728689817,-inf,-148708.47708407536
9,5.636857174017818,-inf,-145313.85305217162
10,5.171112867115722,-inf,-142340.66032991122
11,5.953984046745175,-inf,-139074.6122847987
12,4.426213883331106,-inf,-135523.72367505304
13,3.109097840414847,-inf,-132140.19947032238
14,2.7286974893490665,-inf,-129143.39754469783
15,1.5124057780119038,-inf,-126428.5913111982
16,1.0446036340896743,-2772113.42835706,-123851.5872504544
17,2.006292917686711,-1918336.6942450898,-121397.78253970038
18,2.283869874526692,-777286.7645886758,-119136.6629577056
19,2.1263305512569923,-inf,-117106.88895400598
20,1.7026053771805274,-inf,-115271.80583538496
21,1.3341801680686813,-inf,-113566.92605014186
22,1.0661390187710214,-inf,-111962.10210074886
23,1.0017310547616856,-inf,-110468.29460643022
24,0.9429619006851935,-inf,-109099.3762646009
25,0.6698321229036069,-inf,-107844.37391958336
26,0.9390520866244535,-inf,-106675.23040949006
27,1.1459433135534156,-inf,-105569.82465098308
28,1.01955897149603,-684365.6531835981,-104522.68005585126
29,0.8565812818415514,-548679.8077934787,-103537.09302574176
30,0.7048113890973207,-307057.14673250675,-102611.43292402699
31,0.5568977664661056,-320992.69250169065,-101734.30985263608
32,0.47658437731185066,-359185.4331793068,-100891.59187262587
33,0.5055590582811826,-374670.18566954625,-100075.96901166558
34,0.5115384009136663,-376855.57275472785,-99288.78130661645
35,0.6070619122769971,-363660.21136185765,-98533.60924667188
36,0.7365418218888831,-329541.0835278323,-97809.60703510608
37,0.6916651872931646,-279701.74770775676,-97111.03710441316
38,0.5088961265238248,-236407.15714737168,-96431.92951691998
39,0.32644650511600865,-235904.9353256173,-95770.31033032436
40,0.26850392687787306,-289465.08540105866,-95128.21124636674
41,0.3570250207542853,-321965.1187346168,-94508.23835649509
42,0.46981187794463347,-274690.0697278626,-93910.3080368428
43,0.5037596229829302,-227777.5969340947,-93331.40029837916
44,0.46051372884960984,-221063.18162905046,-92768.09484811565
45,0.3899692655166995,-226040.95435689137,-92219.18397881786
46,0.3355821385936242,-225674.4985038697,-91685.95377133062
47,0.2943301208130634,-223132.40636756082,-91170.21240611587
48,0.2655130005541743,-222885.9495473748,-90672.18687265975
49,0.29096296007259814,-219202.47511622502,-90190.15729020952
50,0.3629550091876161,-207044.88730266882,-89721.82116524928
51,0.40163330236707045,-191108.96725979782,-89265.89935398687
52,0.37598633501106404,-181734.0629235459,-88822.58377386007
53,0.3118546008554418,-185782.49526279242,-88392.6473929328
54,0.26749362112697583,-195346.05819529307,-87976.17423111817
55,0.2699735875651166,-191176.58913764963,-87572.04128199686
56,0.2658089741726554,-173136.87190954405,-87178.50146136299
57,0.2378250438403103,-161091.10091600785,-86794.23516396966
58,0.22477359434588973,-161698.78450272078,-86418.91291698828
59,0.244345039942366,-168021.91469001074,-86052.85984293936
60,0.27203367730881156,-171150.12876435393,-85696.24701844864
61,0.2834589006473825,-165541.47924320702,-85348.57371519059
62,0.2706240287178538,-154776.5774105616,-85008.8282079129
63,0.24103598443424762,-146732.5327458002,-84676.07796517666
64,0.2148169104324871,-143811.2778490712,-84349.92928235228
65,0.20827827062765467,-143825.71194054154,-84030.49892128147
66,0.2183792060670782,-145110.12784710404,-83717.99361214583
67,0.23011374290641376,-147190.13938470132,-83412.29748464092
68,0.23091627815282878,-148200.35867958848,-83112.90789573158
69,0.22002396475151362,-143982.01046769862,-82819.23012639135
70,0.20889012192290712,-133669.94690209042,-82530.93835463208
71,0.20573014747669824,-123915.04459203781,-82248.08576521395
72,0.2023490141902445,-121732.79752526483,-81970.89621625304
73,0.190094304984861,-127182.98938302656,-81699.44978223735
74,0.17788666375714018,-134740.89917119464,-81433.53811372412
75,0.17815172221407882,-137367.29762273032,-81172.78611658735
76,0.1856204209068219,-133069.06379988883,-80916.90137604819
77,0.1902103145522877,-126474.31311229467,-80665.82634863247
78,0.19236430665212456,-121029.41054260734,-80419.6776373255
79,0.19570392492686994,-116695.8084005504,-80178.5443162719
80,0.19880218168421387,-113958.52405756153,-79942.32393258499
81,0.19703834903066364,-114329.58943972341,-79710.72670829298
82,0.18745747971552285,-117888.72949920889,-79483.43028023787
83,0.17143080087944212,-121862.79972389479,-79260.24683218017
84,0.15460247866167065,-122467.76885630656,-79041.16663486374
85,0.14447409076299578,-118593.0486655812,-78826.25456236307
86,0.14627461237441008,-113142.5302838093,-78615.4968700628
87,0.1587953528674837,-110155.50815449376,-78408.72504669374
88,0.17411799333150374,-110202.88288413224,-78205.66845830045
89,0.18262140222326853,-110206.14898288793,-78006.08081745732
90,0.17925024885115012,-108770.32651411499,-77809.83532605933
91,0.1660531927158054,-107685.78948106777,-77616.9205998126
92,0.14982459707104231,-107970.98053978336,-77427.35328708262
93,0.13757124562445133,-108931.33313623966,-77241.08388754145
94,0.13317680519803018,-109724.53428714882,-77057.96727537416
95,0.13671609819830122,-109593.60850956505,-76877.81154194911
96,0.14552538932544573,-108152.57777708046,-76700.45856280364
97,0.1553433932564487,-105682.05052321064,-76525.83282619214
98,0.16164916011655575,-102655.21555180455,-76353.92801909654
99,0.16188418279181918,-99738.57195209556,-76184.75126573879
