Iter,RawNAG,SigmoidNAG,SigmoidNAGQG
398,0.013080117742283102,-2436.444494244159,-1061.6574932696058
399,0.013066704208229696,-2435.3606964085398,-1059.3045912906773
400,0.013053646227268947,-2434.180490576305,-1056.9612145480394
401,0.013040613180276663,-2432.8184814055935,-1054.6273196429593
402,0.013027283485277076,-2431.212650740558,-1052.302858315377
403,0.013013363610130089,-2429.326857137626,-1049.9877777141307
404,0.012998604440141772,-2427.151312908205,-1047.6820208382287
405,0.012982814145429802,-2424.7010906828223,-1045.385527038317
406,0.012965866907384292,-2422.012814405107,-1043.0982323042176
407,0.01294770711180328,-2419.1397902725744,-1040.820069258678
408,0.012928348891242721,-2416.145945432299,-1038.5509668500035
409,0.012907871189243194,-2413.0990460421335,-1036.2908498737377
410,0.012886408808200798,-2410.0637670196925,-1034.0396385738632
411,0.012864140170983978,-2407.095249504525,-1031.797248442547
412,0.012841272752622727,-2404.233802263649,-1029.5635904715261
413,0.012818027302146028,-2401.5013531020063,-1027.3385719865823
414,0.012794622059192653,-2398.9001178476988,-1025.1220981242134
415,0.012771258164587152,-2396.413726160008,-1022.91407388018
416,0.012748107365405287,-2394.0107472214427,-1020.7144064952487
417,0.01272530292809464,-2391.650223241459,-1018.5230079718878
418,0.012702934410848365,-2389.2885131767634,-1016.3397973897502
419,0.01268104662840118,-2386.886506052969,-1014.1647027711425
420,0.01265964279368046,-2384.416173564269,-1011.9976622391954
421,0.012638691469414072,-2381.865493896937,-1009.838624352541
422,0.01261813663790358,-2379.2410054629568,-1007.6875477167989
423,0.012597909926372481,-2376.5676051407586,-1005.5443997201824
424,0.012577943832617379,-2373.8856249301834,-1003.4091547968573
425,0.012558184699404798,-2371.2456224403118,-1001.281792399036
426,0.012538604196875906,-2368.701643829679,-999.1622948545391
427,0.012519208191912,-2366.303898508297,-997.0506454498923
428,0.012500042104107057,-2364.0918181279767,-994.9468268432224
429,0.012481192152359929,-2362.0883582089973,-992.8508198207289
430,0.012462782258513973,-2360.2961915705205,-990.76260253697
431,0.012444966763164918,-2358.6961605278802,-988.6821500609833
432,0.012427919488772329,-2357.248071766013,-986.6094341327623
433,0.012411820021846817,-2355.8936649278558,-984.5444230743489
434,0.012396838348309087,-2354.561378937895,-982.4870816379349
435,0.012383119140065482,-2353.172405725674,-980.4373707664223
436,0.012370767041566985,-2351.647447100245,-978.3952473335804
437,0.012359834238284585,-2349.913575129677,-976.360663790967
438,0.0123503114110324,-2347.9106329557208,-974.3335679583138
439,0.012342122907170613,-2345.596677800155,-972.3139029220558
440,0.012335126616365023,-2342.952063347759,-970.3016072966193
441,0.01232911865505307,-2339.981869842883,-968.2966158369953
442,0.012323842573455264,-2336.7165096596364,-966.2988604441555
443,0.012319002435449793,-2333.2104628684856,-964.3082714500669
444,0.012314278815741448,-2329.53921549361,-962.3247792029491
445,0.012309346535905425,-2325.7945935327834,-960.3483157302787
446,0.012303892838737524,-2322.0787894908203,-958.3788163226712
447,0.012297634687177737,-2318.497467709089,-956.4162207794992
448,0.012290333968033671,-2315.1524074329327,-954.4604743097138
449,0.012281809570091295,-2312.134184998831,-952.5115279273252
450,0.012271945570760383,-2309.515413586211,-950.569338278437
451,0.01226069507883236,-2307.3450443612883,-948.6338670165844
452,0.012248079613825612,-2305.644180798731,-946.7050798454793
453,0.012234184225590737,-2304.403772721137,-944.7829452868847
454,0.01221914884551212,-2303.5844388782584,-942.867433441135
455,0.012203156592710936,-2303.118518889189,-940.9585148298119
456,0.012186419922298948,-2302.914289217093,-939.0561595132194
457,0.012169165592726662,-2302.862097437089,-937.1603364575407
458,0.012151619447337078,-2302.842000144714,-935.2710131709466
459,0.0121339919586339,-2302.7323365111793,-933.3881556306467
460,0.012116465383450382,-2302.4185615199076,-931.5117283846666
461,0.012099183235914671,-2301.8016042080653,-929.6416947320861
462,0.01208224261578048,-2300.8050342131205,-927.7780169464356
463,0.012065689744271389,-2299.380410193178,-925.9206563331369
464,0.012049518868411878,-2297.510342332092,-924.0695732286739
465,0.012033674506494388,-2295.209015516827,-922.224726930933
466,0.012018056828974107,-2292.52016648466,-920.3860754817279
467,0.012002529806738146,-2289.512752552195,-918.5535754827973
